Species,12S,16S,cytb,CXCR4,H3A,NCX1,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Fejervarya.orissaensis,AB277289,AB277304,NA,AB277317,NA,AB277329,NA,NA,NA,NA,NA,AB277356
Fejervarya.pierrei,NA,NA,NA,AB488908,NA,AB488925,NA,NA,NA,NA,NA,NA
Fejervarya.rufescens,AB167917,AB167945,NA,AB488915,NA,AB488932,NA,NA,NA,NA,NA,NA
Fejervarya.sakishimensis,NA,NA,NA,AB488906,NA,AB488923,NA,NA,NA,NA,NA,NA
Fejervarya.syhadrensis,DQ346960,AY141843,AF249072,AB488911,NA,AB488928,NA,DQ347203,AF249107,NA,NA,AF249170
Fejervarya.triora,NA,DQ860095,NA,AB488905,NA,AB488922,NA,NA,NA,NA,NA,NA
Fejervarya.vittigera,AY313683,AY313683 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flectonotus.fitzgeraldi,AY819355,DQ679381,NA,GQ345177,NA,GQ345224,AY819104,DQ679274,NA,NA,GQ345322,NA
Flectonotus.pygmaeus,DQ679232,DQ679382,NA,NA,NA,NA,DQ679310,DQ679275,NA,NA,NA,NA
Gastrophryne.carolinensis,AY819349,X86278,NA,NA,NA,NA,AY819098,EF396086,NA,NA,NA,EF395973
Gastrophryne.elegans,DQ283426,NA,NA,NA,DQ284404,NA,NA,NA,NA,DQ282883,NA,DQ283019
Gastrophryne.olivacea,DQ347055,AY326066,NA,EF017968,DQ284288,EF018005,NA,DQ347280,DQ283932,DQ282784,EF107394,DQ347188
Gastrotheca.argenteovirens,DQ679233,DQ679383,NA,NA,NA,NA,DQ679311,NA,NA,NA,NA,NA
Gastrotheca.atympana,DQ679234,DQ679384,NA,NA,NA,NA,DQ679312,DQ679276,NA,NA,NA,NA
Gastrotheca.aureomaculata,DQ679235,DQ679385,NA,NA,NA,NA,NA,DQ679277,NA,NA,NA,NA
Gastrotheca.christiani,DQ679236,DQ679386,NA,NA,NA,NA,DQ679313,DQ679278,NA,NA,NA,NA
Gastrotheca.chrysosticta,DQ679237,DQ679387,NA,NA,NA,NA,NA,DQ679279,NA,NA,NA,NA
Gastrotheca.cornuta,AY843591,AY843591,AY843811,NA,NA,NA,DQ679314,DQ679280,NA,NA,NA,AY844040
Gastrotheca.dendronastes,DQ679239,DQ679389,NA,NA,NA,NA,DQ679315,DQ679281,NA,NA,NA,NA
Gastrotheca.dunni,DQ679240,DQ679390,NA,NA,NA,NA,DQ679316,DQ679282,NA,NA,NA,NA
Gastrotheca.excubitor,DQ679241,DQ679391,NA,NA,NA,NA,DQ679317,DQ679283,NA,NA,NA,NA
Gastrotheca.fissipes,AY843592,AY843592,NA,NA,NA,NA,NA,AY844381,NA,AY844790,NA,NA
Gastrotheca.galeata,DQ679242,DQ679392,NA,NA,NA,NA,DQ679318,DQ679284,NA,NA,NA,NA
Gastrotheca.gracilis,DQ679243,NA,NA,NA,NA,NA,DQ679319,NA,NA,NA,NA,NA
Gastrotheca.griswoldi,DQ679244,AM039648,NA,NA,NA,NA,DQ679320,NA,NA,NA,NA,NA
Gastrotheca.guentheri,DQ679245,DQ679393,NA,NA,NA,NA,DQ679321,DQ679285,NA,NA,NA,NA
Gastrotheca.helenae,DQ679246,DQ679394,NA,NA,NA,NA,DQ679322,DQ679286,NA,NA,NA,NA
Gastrotheca.litonedis,DQ679247,DQ679395,NA,NA,NA,NA,DQ679323,DQ679287,NA,NA,NA,NA
Gastrotheca.longipes,DQ679248,DQ679396,NA,NA,NA,NA,DQ679324,DQ679288,NA,NA,NA,NA
Gastrotheca.marsupiata,AY819356,DQ679397,NA,NA,NA,NA,AY819105,DQ679289,NA,NA,NA,NA
Gastrotheca.monticola,AY819357,DQ679398,NA,NA,NA,NA,AY819106,DQ679290,NA,NA,NA,NA
Gastrotheca.nicefori,DQ679249,DQ679399,NA,NA,NA,NA,DQ679325,DQ679291,NA,NA,NA,NA
Gastrotheca.ochoai,DQ679250,DQ679400,NA,NA,NA,NA,DQ679326,DQ679292,NA,NA,NA,NA
Gastrotheca.orophylax,DQ679251,DQ679401,NA,NA,NA,NA,DQ679327,DQ679293,NA,NA,NA,NA
Gastrotheca.peruana,DQ679253,DQ679402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gastrotheca.plumbea,DQ679254,DQ679403,NA,NA,NA,NA,DQ679328,DQ679294,NA,NA,NA,NA
Gastrotheca.pseustes,AY326051,AY326051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gastrotheca.psychrophila,DQ679255,DQ679404,NA,NA,NA,NA,DQ679329,DQ679295,NA,NA,NA,NA
Gastrotheca.riobambae,DQ679256,DQ679405,NA,NA,NA,NA,NA,DQ679296,NA,NA,NA,NA
Gastrotheca.ruizi,DQ679257,DQ679406,NA,NA,NA,NA,NA,DQ679297,NA,NA,NA,NA
Gastrotheca.stictopleura,DQ679258,DQ679407,NA,NA,NA,NA,DQ679330,DQ679298,NA,NA,NA,NA
Gastrotheca.trachyceps,DQ679259,DQ679408,NA,NA,NA,NA,DQ679331,DQ679299,NA,NA,NA,NA
Gastrotheca.walkeri,DQ679260,DQ679409,NA,NA,NA,NA,DQ679332,DQ679300,NA,NA,NA,NA
Gastrotheca.weinlandii,DQ679261,DQ679410,NA,NA,NA,NA,DQ679333,DQ679301,NA,NA,NA,NA
Gastrotheca.zeugocystis,DQ679262,DQ679411,NA,NA,NA,NA,DQ679334,DQ679302,NA,NA,NA,NA
Gegeneophis.ramaswamii,AF461136,AF461137,AY456250,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gegeneophis.seshachari,EU364650,EU364649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genyophryne.thomsoni,DQ283209,DQ283209 ,NA,NA,DQ284241,NA,NA,NA,DQ283890,DQ282752,NA,NA
Geocrinia.victoriana,DQ283295,DQ283296,NA,NA,DQ284306,NA,NA,NA,DQ283947,DQ282799,NA,DQ282965
Geotrypetes.seraphini,AY450616,DQ283337,AY954505,NA,DQ284328,NA,NA,DQ320063,NA,NA,EF107361,NA
Gephyromantis.ambohitra,NA,DQ987512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.asper,AY341598,AY454378,DQ235426,NA,NA,NA,NA,NA,AY341783,NA,NA,NA
Gephyromantis.azzurrae,NA,EF222305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.blanci,NA,AY848324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.boulengeri,DQ901389,DQ235450,DQ235442,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.cornutus,AY454358,AY454381,EF100460,NA,NA,NA,NA,NA,EF100483,NA,NA,NA
Gephyromantis.corvus,AF215161,AF215320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.decaryi,NA,AY848332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.eiselti,NA,FJ559165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.enki,NA,AY848333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.granulatus,AY341594,AY341649,NA,NA,NA,NA,NA,NA,AY341779,NA,NA,NA
Gephyromantis.horridus,AY341596,AY454385,NA,NA,NA,NA,NA,NA,AY341781,NA,NA,NA
Gephyromantis.klemmeri,AY454363,AY454386,AB325878,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.leucocephalus,NA,FJ559171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.leucomaculatus,NA,AY848352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.luteus,NA,AJ314800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.malagasius,AY454365,AY454390,EF100461,NA,NA,NA,NA,NA,EF100484,NA,NA,NA
Gephyromantis.moseri,NA,AY848414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.plicifer,NA,AY848420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.pseudoasper,DQ926892,DQ926891,DQ926894,NA,NA,NA,NA,NA,DQ926893,NA,NA,NA
Gephyromantis.redimitus,AY341593,AF261259,DQ235425,NA,NA,NA,NA,NA,AY341778,NA,NA,NA
Gephyromantis.rivicola,DQ901388,DQ235449,DQ901386,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.salegy,NA,AY848425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.sculpturatus,AY341597,AY341652,EF100462,NA,NA,NA,NA,NA,AY341782,NA,NA,NA
Gephyromantis.silvanus,NA,EF100472,EF100463,NA,NA,NA,NA,NA,EF100485,NA,NA,NA
Gephyromantis.striatus,AY341595,AY341650,NA,NA,NA,NA,NA,NA,AY341780,NA,NA,NA
Gephyromantis.tandroka,NA,FJ559199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.tschenki,NA,GU975156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.ventrimaculatus,NA,FJ559200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.webbi,NA,DQ235448,DQ235441,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis.zavona,NA,AJ315925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghatixalus.variabilis,EU178099,EU178092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyphoglossus.molossus,AB201182,AB201193,NA,NA,NA,AY948812,NA,EF396087,NA,NA,AY948865,EF395974
Gracixalus.gracilipes,AY880550,AY880504,EU924593,NA,NA,NA,GQ285732,GQ285764,DQ283780,NA,NA,NA
Grandisonia.alternans,GQ244470,EF219352,GQ244470,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grandisonia.brevis,EF219353,EF219354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grandisonia.larvata,EF219355,EF219356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grandisonia.sechellensis,EF219357,EF219358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guibemantis.albolineatus,AY341580,AY454376,DQ235414,NA,NA,NA,NA,NA,AY341766,NA,NA,NA
Guibemantis.bicalcaratus,EF468023,EF472522,DQ235415,NA,NA,NA,NA,NA,DQ235443,NA,NA,NA
Guibemantis.depressiceps,AY341590,AY341645,DQ235423,NA,NA,NA,NA,NA,AY341775,NA,NA,NA
Guibemantis.liber,EF468028,EF472527,DQ235422,NA,NA,NA,NA,NA,AY341774,NA,NA,NA
Guibemantis.tornieri,AY454369,AY454394,AB325882,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnopis.multiplicata,GQ244471,EU753989,EU753998,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gyrinophilus.gulolineatus,EU336416,NA,EU336375,NA,NA,NA,NA,EU336343,NA,NA,NA,NA
Gyrinophilus.palleucus,EU336420,NA,EU336363,NA,NA,NA,NA,EU336342,NA,NA,NA,NA
Gyrinophilus.porphyriticus,EU336432,DQ283255 ,NC_006341,NA,DQ284279,NA,EU275853,AY583349,DQ283924,DQ282776,NA,NA
Haddadus.binotatus,EF493361,EF493361,GQ345198,GQ345183,DQ284142,GQ345231,GQ345259,GQ345278,DQ283807,GQ345309,GQ345329,DQ282918
Hadromophryne.natalensis,X86237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haideotriton.wallacei,NA,NA,AF252380,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamptophryne.boliviana,DQ283438,DQ283438 ,NA,NA,DQ284414,NA,NA,EF396088,NA,DQ282892,NA,NA
Heleioporus.australiacus,DQ283307,DQ283306,NA,NA,DQ284311,NA,NA,NA,DQ283953,DQ282804,NA,NA
Heleophryne.purcelli,AY843593,AY843593,AY843812,AY364191,DQ284113,AY948833,NA,AY364221,AY364402,AY844791,AY948892,NA
Heleophryne.regis,DQ283115,AF215501,NA,NA,DQ284161,NA,NA,AY323764,DQ283828,DQ282684,NA,NA
Hemidactylium.scutatum,AY728231,AY728231,AY728231,NA,NA,NA,EU275852,AY691712,NA,NA,NA,NA
Hemiphractus.bubalus,DQ679263,DQ679412,NA,GQ345179,NA,GQ345226,DQ679335,NA,NA,NA,GQ345324,NA
Hemiphractus.helioi,AY843594,AY843594,AY843813,NA,DQ284084,NA,NA,NA,NA,AY844792,NA,NA
Hemiphractus.proboscideus,AY819358,DQ679413,NA,NA,NA,NA,AY819107,NA,NA,NA,NA,NA
Hemiphractus.scutatus,DQ679264,DQ679414,NA,NA,NA,NA,DQ679336,NA,NA,NA,NA,NA
Hemisus.marmoratus,DQ347033,DQ283430,NA,AY364186,DQ284407,AY948827,NA,AY364216,DQ347380,DQ282885,AY948883,DQ347166
Herpele.squalostoma,DQ283359,DQ283359 ,NA,EF107485,DQ284346,EF107264,NA,EF107323,DQ283980,NA,EF107426,NA
Heterixalus.alboguttatus,EF646724,AF215433,EF646622,NA,NA,NA,NA,NA,NA,NA,NA,EF646504
Heterixalus.andrakata,EF646715,EF646680,EF646613,NA,NA,NA,NA,EF646563,NA,NA,NA,EF646495
Heterixalus.betsileo,EF646707,AF215503,EF646605,NA,NA,NA,NA,EF646555,NA,NA,NA,EF646487
Heterixalus.boettgeri,EF646725,EF646690,EF646623,NA,NA,NA,NA,NA,NA,NA,NA,EF646505
Heterixalus.carbonei,EF646726,EF646656,NA,NA,NA,NA,NA,NA,NA,NA,NA,EF646506
Heterixalus.luteostriatus,EF646720,AF215436,EF646618,NA,NA,NA,NA,EF646568,NA,NA,NA,EF646500
Heterixalus.madagascariensis,EF646717,EF646682,EF646615,NA,NA,NA,NA,EF646565,NA,NA,NA,EF646497
Heterixalus.punctatus,EF646718,FJ594071,EF646616,NA,NA,NA,NA,EF646566,NA,NA,NA,EF646498
Heterixalus.rutenbergi,EF646708,EF646638,EF646606,NA,NA,NA,NA,EF646556,NA,NA,NA,EF646488
Heterixalus.tricolor,EF646728,EF646693,EF646608,NA,NA,NA,NA,AY323768,NA,NA,NA,EF646508
Heterixalus.variabilis,EF646723,EF646649,EF646621,NA,NA,NA,NA,EF646552,NA,NA,NA,EF646503
Hildebrandtia.ornata,AF261243,AF261261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holoaden.bradei,EF493378,EF493366,NA,NA,NA,NA,NA,EF493449,NA,NA,NA,EU186779
Holoaden.luederwaldti,EU186728,EU186710,NA,NA,NA,NA,NA,EU186747,NA,NA,NA,EU186768
Homo.sapiens,FJ775667,FJ775667,FJ775667,AF025375,NM_003529,AF108389,J00292,NG_007528,K02281,U63295,X93017,NG_008748
Hoplobatrachus.crassus,DQ346972,AF249044,AF249090,NA,NA,NA,NA,DQ347211,AF249109,NA,NA,AF249172
Hoplobatrachus.occipitalis,DQ346979,DQ283059,AJ564733,NA,DQ284090,NA,NA,DQ347217,DQ283787,NA,NA,EU980026
Hoplobatrachus.rugulosus,DQ346985,AF206465,AB290600,NA,DQ284181,NA,NA,DQ347222,DQ458257,DQ282697,NA,EU980024
Hoplobatrachus.tigerinus,AB290422,FJ008057,AB274074,AB277319,NA,AB277331,NA,NA,NA,NA,NA,AB277358
Hoplophryne.rogersi,AY531857,DQ283419 ,NA,EF017980,DQ284398,EF018036,NA,EF396089,NA,DQ282876,EF107432,EF395976
Hoplophryne.uluguruensis,AY531858,AY531835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Huia.cavitympanum,AB211466,AB211489,NA,NA,NA,NA,NA,EF088246,NA,NA,NA,EU076769
Huia.masonii,DQ347021,DQ347313,NA,NA,NA,NA,NA,EF088247,DQ347372,NA,NA,EU076770
Huia.melasma,NA,NA,NA,NA,NA,NA,NA,EF088248,NA,NA,NA,EU076771
Huia.sumatrana,AB211468,AB211491,NA,NA,NA,NA,NA,EF088249,NA,NA,NA,EU076772
Hyalinobatrachium.aureoguttatum,EU663391,EU663032,NA,NA,NA,NA,EU663214,EU663491,NA,NA,NA,NA
Hyalinobatrachium.bergeri,EU663392,GQ142064,NA,NA,NA,NA,EU663215,EU663492,NA,NA,NA,NA
Hyalinobatrachium.carlesvilai,NA,GQ142057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyalinobatrachium.chirripoi,EU663399,EU663038,NA,NA,NA,NA,EU663219,EU663497,NA,NA,NA,NA
Hyalinobatrachium.colymbiphyllum,EU663400,EU663039,NA,NA,NA,NA,EU663221,EU663498,NA,NA,NA,NA
Hyalinobatrachium.crurifasciatum,EU663401,EU663040,NA,NA,NA,NA,EU663222,EU663499,NA,NA,NA,NA
Hyalinobatrachium.duranti,EU663402,EU663041,NA,NA,NA,NA,EU663223,EU663500,NA,NA,NA,NA
Hyalinobatrachium.eccentricum,EU663403,EU663042,NA,NA,NA,NA,NA,EU663501,NA,NA,NA,NA
Hyalinobatrachium.fleischmanni,EU663406,DQ283453 ,NA,NA,DQ284426,NA,EU663224,EU663504,DQ284043,NA,NA,NA
Hyalinobatrachium.fragile,EU663407,EU663046,NA,NA,NA,NA,EU663226,EU663505,NA,NA,NA,NA
Hyalinobatrachium.iaspidiense,EU663408,EU663047,NA,NA,NA,NA,NA,EU663506,NA,NA,NA,NA
Hyalinobatrachium.ibama,EU663409,EU663048,NA,NA,NA,NA,EU663227,EU663507,NA,NA,NA,NA
Hyalinobatrachium.ignioculus,EU663410,EU663049,NA,NA,NA,NA,EU663228,EU663508,NA,NA,NA,NA
Hyalinobatrachium.mondolfii,EU663411,GQ142046,NA,NA,NA,NA,EU663229,EU663509,NA,NA,NA,NA
Hyalinobatrachium.orientale,EU663413,EU447291,NA,NA,NA,NA,EU663230,EU663511,NA,NA,NA,NA
Hyalinobatrachium.orocostale,EU663414,EU447288,NA,NA,NA,NA,EU663231,EU663512,NA,NA,NA,NA
Hyalinobatrachium.pallidum,EU663415,EU663052,NA,NA,NA,NA,NA,EU663513,NA,NA,NA,NA
Hyalinobatrachium.pellucidum,NA,GQ142065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyalinobatrachium.talamancae,EU663418,EU663054,NA,NA,NA,NA,EU663233,EU663516,NA,NA,NA,NA
Hyalinobatrachium.tatayoi,EU663419,GQ142047,NA,NA,NA,NA,EU663234,EU663517,NA,NA,NA,NA
Hyalinobatrachium.taylori,EF376050,EF376080,NA,NA,NA,NA,EU663235,EU663518,NA,NA,NA,NA
Hyalinobatrachium.valerioi,EU663421,EU663057,NA,NA,NA,NA,EU663236,EU663519,NA,NA,NA,NA
Hydromantes.ambrosii,EU116985,FJ602145,FJ602259,NA,NA,NA,NA,FJ602322,NA,NA,NA,NA
Hydromantes.brunus,NA,NA,U89614,NA,NA,NA,EU275825,EU275790,NA,NA,NA,NA
Hydromantes.flavus,FJ602092,FJ602151,FJ602263,NA,NA,NA,NA,FJ602328,NA,NA,NA,NA
Hydromantes.genei,FJ602098,FJ602162,FJ602271,NA,NA,NA,EU275840,FJ602343,NA,NA,NA,NA
Hydromantes.imperialis,FJ602120,FJ602181,FJ602297,NA,NA,NA,NA,FJ602361,NA,NA,NA,NA
Hydromantes.italicus,FJ602131,FJ602187,FJ602300,EF107476,NA,EF107253,EU275826,EU275792,NA,NA,EF107415,NA
Hydromantes.platycephalus,DQ283227,DQ283227 ,U89612,NA,DQ284257,EF107278,EU275828,EU275793,NA,NA,NA,NA
Hydromantes.shastae,NA,NA,U89610,NA,NA,NA,EU275829,EU275794,NA,NA,NA,NA
Hydromantes.strinatii,EU116969,EU116990,FJ602309,NA,NA,NA,NA,FJ602369,NA,NA,NA,NA
Hydromantes.supramontis,FJ602138,FJ602194,FJ602318,NA,NA,NA,NA,FJ602377,NA,NA,NA,NA
Hyla.andersonii,EF566956,EF566956 ,AY831026,NA,NA,NA,DQ055785,NA,NA,AY844798,NA,AY844044
Hyla.annectans,AY843600,AY843600,FJ226919,NA,NA,NA,DQ055786,AY844388,NA,AY844800,NA,AY844045
Hyla.arborea,AY843601,AY843601,AY960668,NA,NA,NA,DQ055787,FJ227083,NA,NA,NA,AY844046
Hyla.arenicolor,DQ347054,FJ882776,AY831027,AY364190,NA,EF107241,AY819112,AY844391,AY364401,AY844802,EF107393,DQ347187
Hyla.avivoca,EF566947,EF566947 ,AY831024,NA,NA,NA,NA,AY844394,NA,AY844805,NA,AY844051
Hyla.chinensis,AF315129,AF315161,NA,NA,NA,NA,DQ055789,NA,NA,NA,NA,NA
Hyla.chrysoscelis,EF566949,EF566949 ,AY831022,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyla.cinerea,AY549327,DQ830810,NA,DQ306493,DQ284057,NA,AY819116,FJ227076,NA,AY844816,NA,AY844063
Hyla.euphorbiacea,EF566961,EF566961 ,AY843855,NA,NA,NA,DQ055791,NA,NA,AY844823,NA,AY844072
Hyla.eximia,EF566957,EF566957 ,AY843856,NA,NA,NA,AY819118,NA,NA,AY844824,NA,AY844073
Hyla.femoralis,DQ055838,EF566964 ,NA,NA,NA,NA,DQ055792,FJ227060,NA,AY844826,NA,AY844074
Hyla.gratiosa,EF566966,EF566966 ,AY843862,NA,NA,NA,DQ055793,AY844418,NA,AY844829,NA,AY844076
Hyla.immaculata,NA,NA,NA,NA,NA,NA,GQ374916,NA,NA,NA,NA,NA
Hyla.intermedia,NA,NA,FJ226880,NA,NA,NA,NA,FJ227096,NA,NA,NA,NA
Hyla.japonica,DQ055840,EF566952 ,FJ226923,NA,NA,NA,DQ055794,FJ227068,NA,AY844833,NA,AY844078
Hyla.meridionalis,EF566953,FJ882757,FJ226925,NA,NA,NA,AY819120,FJ227085,NA,NA,AY948860,NA
Hyla.molleri,NA,NA,FJ226918,NA,NA,NA,NA,FJ227101,NA,NA,NA,NA
Hyla.orientalis,GQ916752,GQ916809,FJ226941,NA,NA,NA,NA,FJ227102,GQ916819,NA,NA,GQ916721
Hyla.plicata,DQ055842,EF566962 ,NA,NA,NA,NA,HM152405,NA,NA,NA,NA,NA
Hyla.sarda,NA,NA,FJ226927,NA,NA,NA,NA,FJ227092,NA,NA,NA,NA
Hyla.savignyi,EF566954,EF566954 ,NA,NA,NA,NA,DQ055801,FJ227059,NA,NA,NA,AY844107
Hyla.squirella,EF566965,EF566965 ,AY843923,NA,NA,NA,AY819128,FJ227074,NA,AY844882,NA,AY844119
Hyla.tsinlingensis,GQ374901,NA,NA,NA,NA,NA,GQ374917,NA,NA,NA,NA,NA
Hyla.versicolor,EF566951,EF566950 ,AY831021,NA,NA,NA,HM152404,AY844465,NA,AY844885,NA,AY844124
Hyla.walkeri,GQ374902,EF566963 ,AY843930,NA,NA,NA,GQ374918,AY844466,NA,NA,NA,AY844125
Hyla.wrightorum,AY819368,NA,NA,NA,NA,NA,HM152407,NA,NA,NA,NA,NA
Hylarana.nicobariensis,AY326062,AY326062,NA,NA,NA,NA,NA,DQ347274,DQ347393,NA,NA,NA
Hylodes.dactylocinus,AY143345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes.meridionalis,AY143342,AY162387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes.ornatus,AY143343,AY162388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes.perplicatus,AY143341,AY263225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes.phyllodes,DQ283096,DQ502171 ,DQ502606,NA,DQ284146,NA,NA,DQ503367,DQ503253,DQ282674,NA,DQ282923
Hylodes.sazimai,AY143344,AY143354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylomantis.aspera,GQ366222,GQ366222,NA,GQ365978,NA,NA,NA,NA,GQ366098,NA,NA,NA
Hylomantis.granulosa,AY843687,AY843687,AY843933,GQ365979,NA,NA,GQ366032,AY844469,GQ366099,AY844889,NA,AY844127
Hylomantis.hulli,GQ366226,GQ366226,NA,GQ365980,NA,NA,GQ366033,GQ366073,GQ366101,NA,NA,NA
Hylomantis.lemur,AY843725,AY843725,EF125035,GQ365981,NA,NA,EF158400,NA,NA,AY844917,NA,AY844154
Hylophorbus.nigrinus,EU100160,EU100276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylophorbus.picoides,EU100166,EU100282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylophorbus.rufescens,NA,EF017958,NA,EF017977,NA,EF018033,NA,EF018047,NA,NA,EF107413,NA
Hylophorbus.tetraphonus,EU100173,EU100289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylophorbus.wondiwoi,EU100177,EU100291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylorina.sylvatica,AY389153,DQ864557,AY389143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus.armatus,AY819423,AY549321,AY843826,NA,DQ284070,NA,NA,AY844393,NA,AY844804,NA,AY844050
Hyloscirtus.charazani,AY843618,AY843618,AY843844,NA,NA,NA,NA,AY844406,NA,NA,NA,AY844061
Hyloscirtus.colymba,AY843620,AY843620,AY843848,NA,NA,NA,AY819157,AY844410,NA,AY844818,NA,AY844065
Hyloscirtus.lascinius,DQ380359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus.lindae,DQ380361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus.pacha,AY326057,AY326057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus.palmeri,AY843650,AY843650,AY843890,NA,DQ284088,NA,AY819158,AY844439,NA,AY844854,NA,AY844095
Hyloscirtus.pantostictus,AY326052,AY326052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus.phyllognathus,DQ380369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus.simmonsi,DQ380376,NA,NA,NA,NA,NA,AY819159,NA,NA,NA,NA,NA
Hyloscirtus.tapichalaca,AY563625,AY563625,AY563627,NA,NA,NA,NA,NA,NA,NA,NA,AY844121
Hyloxalus.anthracinus,EU342708,EU342708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus.awa,EU342745,EU342745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus.azureiventris,EU342729,EU342729,AF324040,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus.bocagei,AY364545,AY364545,DQ502628,NA,NA,NA,NA,DQ503314,DQ503199,DQ503062,NA,NA
Hyloxalus.chlorocraspedus,EU342730,EU342730,DQ502511,NA,NA,NA,NA,DQ503325,DQ503210,DQ503072,NA,DQ503153
Hyloxalus.delatorreae,EU342719,EU342719,DQ502409,NA,NA,NA,NA,DQ503282,NA,DQ503038,NA,DQ503140
Hyloxalus.elachyhistus,EU342740,DQ502002 ,DQ502428,NA,NA,NA,NA,DQ503292,DQ503181,DQ503046,NA,NA
Hyloxalus.idiomelus,EU342732,EU342731,DQ502437,NA,NA,NA,NA,DQ503297,DQ503179,DQ503043,NA,NA
Hyloxalus.infraguttatus,EU342741,EU342741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus.insulatus,EU342735,EU342734,DQ502436,NA,NA,NA,NA,DQ503296,NA,NA,NA,NA
Hyloxalus.leucophaeus,EU342689,EU342689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus.maculosus,EU342705,EU342705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus.nexipus,EU342714,EU342714,DQ502442,NA,NA,NA,AY819089,DQ503285,DQ503177,DQ503041,NA,NA
Hyloxalus.pulchellus,EU342722,EU342720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
